market,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,군집_3,군집_4,문헌축
경동광성상가,0.045252907872755266,0.31960213352265565,0.29299739325922136,0.29974534000013003,0.04207312526149704,0.00032910008374062574,0.1359351528302891,0.13966343236557596,0.13446050618228533,0.14060565899520724,0.15986740803785968,0.18126395377281204,0.10820388781597062,0.00019032290714282157,0.0045186193622267536,0.041263303924568145,0.07318114365543024,0.16187730743913864,0.7189693027114934,2,3,A
경동시장,0.015583463482384138,0.2125769448022803,0.36457903682985987,0.3508155630868052,0.053981879405376715,0.0024631123932937825,0.13807277298585854,0.13400116588582475,0.14120842256697322,0.1369151303193652,0.14767326710847398,0.18781054536521236,0.11431869576829196,6.527809530828998e-05,0.006897224312077755,0.02980269884318885,0.09051138142427202,0.14601676184638923,0.7267066554787639,2,3,A
동서시장,0.040846965994709925,0.2197573539450833,0.2988016019031911,0.3082837502435558,0.13086216568624953,0.0014481622272103,0.12180745559306962,0.14226994119620134,0.12164799193512194,0.13447019924490805,0.14345748238394343,0.19011354244648904,0.14623338720026663,0.00023528705038103733,0.01882207680006958,0.08834415637195331,0.14272822522913434,0.2565994616757801,0.49327079287268166,1,1,B
서울약령시장,0.0018083405997357644,0.1332000032701849,0.35803323333324594,0.3869703863776968,0.09847931223136212,0.02150872418777448,0.18528586782014111,0.17129928931426092,0.1464032465682171,0.15160077634711885,0.15280713058354392,0.1383638311654452,0.05423985820127288,0.00013062810458299058,0.020785654780908554,0.11887098355288832,0.13956442343738246,0.14971424065228872,0.5709340694719489,1,2,A
청량리농수산물시장,0.05496739868554408,0.392633209503799,0.25478439029197786,0.2570597748654109,0.03601398121622072,0.0045412454370475025,0.15324706368938754,0.13643365989873302,0.1485683814160868,0.1608603598970671,0.1649645304806325,0.15929755651531655,0.07662844810277648,0.0003335273929096662,0.008322756119559576,0.04514543345507762,0.13182765853336656,0.23065542833059877,0.5837151961684878,3,4,C
청량리수산시장,0.08283907425192127,0.405824636341052,0.2603928209272635,0.22088450565818538,0.03001012601427502,4.883680730281878e-05,0.13825965197562612,0.15878939328684785,0.1441576939979203,0.1464201967884665,0.15732033465231135,0.18501577165718633,0.07003695764164154,1.506976700582053e-05,0.006889427280154796,0.05410137132039546,0.09211900762054415,0.15601551080836265,0.6908596132035371,3,4,C
청량리전통시장,0.04099021849977818,0.16229957802521566,0.24534041416686805,0.2943172451995355,0.2107971939884479,0.046255350120154665,0.15261726908225495,0.1365030351957661,0.15232680017929293,0.13978690564171486,0.15784447478808794,0.16810949405956113,0.09281202105332206,0.0019139585264813712,0.03654322269475598,0.08963850148050283,0.14733527691262732,0.24767361383058548,0.476895426555047,1,1,D
청량리종합시장,0.01774021466997565,0.26766769033138427,0.3119976647511756,0.31660855345697847,0.08443779952168742,0.0015480772687985948,0.13577889203724383,0.13057458532862745,0.12696057426407922,0.14780274103571325,0.15459129034533525,0.191518165950008,0.11277375103899301,0.0002404206654276507,0.009658369475179404,0.0428548705865503,0.09970935873579644,0.20185994919176603,0.6456770313452802,2,3,C
청량리청과물시장,0.056186592977882845,0.21579017439393922,0.2667285507453429,0.3064131453612691,0.14876773239308905,0.006113804128476879,0.12334170311160232,0.13548010644186395,0.12756150495175533,0.1389278057967707,0.15170686433353034,0.19598860036979424,0.12699341499468314,0.0005502936146574457,0.02241357190000497,0.10586295233077667,0.1532491549211014,0.2518713128698087,0.4660527143636508,1,1,B
