ym,dong,phase,0-19,20-39,40-59,60+
201808,용신동,주간,4063.5806451612907,14779.313364055299,15589.382488479261,13621.036866359447
201808,용신동,야간,3839.8494623655915,13140.236559139785,10275.52688172043,9112.602150537634
201808,제기동,야간,3227.182795698925,10493.838709677419,8406.279569892473,9325.978494623656
201808,제기동,주간,3050.2764976958524,9700.976958525347,10120.304147465436,13803.350230414746
201808,전농1동,주간,5292.165898617512,9757.502304147465,10317.096774193547,10719.244239631336
201808,전농1동,야간,4375.1505376344085,9888.36559139785,9025.301075268817,7455.63440860215
201808,전농2동,야간,2730.548387096774,4601.806451612903,5237.268817204301,4278.677419354839
201808,답십리1동,주간,3168.834101382489,5612.345622119816,6183.548387096774,5338.5115207373265
201808,답십리1동,야간,4317.10752688172,8468.043010752688,8096.591397849462,5904.8064516129025
201808,답십리2동,주간,2210.3824884792625,4436.824884792627,5753.907834101382,5213.179723502304
201808,답십리2동,야간,3446.3333333333335,6499.849462365591,7717.376344086021,6586.870967741936
201808,장안1동,주간,3273.119815668203,9939.110599078342,11635.42396313364,8497.387096774193
201808,장안1동,야간,3928.0860215053763,10892.376344086022,10201.655913978495,7975.559139784946
201808,장안2동,주간,4549.184331797235,7129.119815668202,8294.3133640553,6531.460829493088
201808,장안2동,야간,4297.397849462365,8793.150537634408,8877.483870967742,7024.129032258064
201808,청량리동,주간,2194.6543778801843,5735.907834101382,6256.903225806452,8298.695852534562
201808,청량리동,야간,1953.010752688172,5252.956989247312,5425.419354838709,6306.36559139785
201808,회기동,주간,3171.847926267281,9369.884792626728,4966.571428571428,4330.728110599079
201808,회기동,야간,2456.7419354838707,8745.935483870968,4050.8064516129034,4061.247311827957
201808,휘경1동,주간,1745.995391705069,5728.774193548387,4139.377880184332,4156.73732718894
201808,휘경2동,주간,3042.6543778801847,5242.027649769586,4202.73732718894,3763.119815668203
201808,휘경2동,야간,3125.569892473118,8155.1935483870975,5909.903225806452,4803.989247311828
201808,이문1동,주간,2858.350230414747,10956.516129032258,5226.995391705069,4262.170506912443
201808,이문1동,야간,3055.2150537634407,12505.967741935485,6246.892473118279,5347.430107526882
201808,이문2동,주간,2366.9769585253457,3496.5668202764978,3887.188940092166,3988.866359447005
201808,이문2동,야간,3739.3548387096776,6197.548387096774,6700.1720430107525,5700.956989247312
201808,휘경1동,야간,1734.752688172043,6155.247311827957,3804.3763440860216,3400.483870967742
201809,용신동,주간,4349.5142857142855,14709.609523809524,15450.685714285715,14068.080952380953
201809,용신동,야간,3939.422222222222,13279.077777777777,10329.922222222222,9236.477777777778
201809,제기동,야간,3648.3111111111107,11490.022222222222,8593.622222222222,9526.58888888889
201809,제기동,주간,3736.961904761905,11495.538095238095,10925.047619047618,15675.242857142857
201809,전농1동,주간,5799.380952380952,10606.952380952382,10592.34761904762,10612.080952380953
201809,전농1동,야간,4649.388888888889,10271.388888888889,9309.533333333333,7542.011111111111
201809,전농2동,주간,3380.8619047619045,5091.57619047619,3684.5619047619048,3256.9666666666667
201809,전농2동,야간,2712.611111111111,4503.977777777777,5070.233333333334,4108.188888888889
201809,답십리1동,주간,2978.214285714286,5554.885714285714,6045.666666666666,5189.285714285715
201809,답십리1동,야간,4235.311111111111,7927.177777777778,7816.11111111111,5668.355555555555
201809,답십리2동,주간,2260.214285714286,4702.723809523809,6162.3761904761905,5405.947619047619
201809,답십리2동,야간,3715.4,6790.833333333333,8127.566666666667,6929.2
201809,장안1동,야간,4475.488888888889,12016.944444444445,11392.822222222223,8835.433333333332
201809,장안1동,주간,3528.628571428572,10294.680952380952,12241.457142857142,8811.32380952381
201809,장안2동,주간,4381.671428571429,6537.233333333333,7910.7,6183.8761904761905
201809,장안2동,야간,3977.9,7531.4111111111115,7762.688888888889,6270.922222222222
201809,청량리동,주간,2171.9238095238097,5613.190476190476,6206.304761904762,8075.928571428572
201809,청량리동,야간,2071.233333333333,5546.677777777778,5696.4111111111115,6431.844444444444
201809,회기동,야간,2727.422222222222,9895.811111111112,4014.555555555555,3915.011111111111
201809,회기동,주간,4191.0,11616.204761904763,4877.095238095238,4060.538095238095
201809,휘경1동,주간,1809.1238095238095,6250.07619047619,4444.5142857142855,4405.1238095238095
201809,휘경1동,야간,1860.8111111111111,6886.811111111111,3911.3222222222225,3443.511111111111
201809,휘경2동,주간,3515.2333333333336,5897.142857142857,4659.323809523809,3997.414285714286
201809,휘경2동,야간,3431.6555555555556,8772.177777777777,6152.222222222223,4930.822222222222
201809,이문1동,주간,3748.580952380952,14667.247619047619,5408.971428571429,4289.352380952381
201809,이문1동,야간,3660.133333333333,14153.433333333334,6288.433333333333,5405.633333333333
201809,이문2동,야간,3955.133333333333,6427.7555555555555,6883.466666666667,5781.877777777779
201809,이문2동,주간,2345.4904761904763,3564.5761904761903,4006.128571428572,3907.623809523809
201810,용신동,주간,4293.05069124424,15576.95391705069,15909.244239631336,14030.917050691245
201810,용신동,야간,4059.0,13926.204301075268,10532.967741935483,9314.763440860215
201810,제기동,야간,3682.3870967741937,12111.677419354839,8636.849462365592,9473.774193548388
201810,제기동,주간,3797.852534562212,11931.170506912442,10761.41474654378,14857.331797235023
201810,전농1동,주간,5980.571428571428,10532.506912442395,10272.635944700462,10454.903225806453
201810,전농1동,야간,4752.225806451613,10562.451612903225,9337.655913978495,7488.548387096774
201810,전농2동,주간,3663.6451612903224,5531.880184331798,3603.8018433179723,3110.8709677419356
201810,전농2동,야간,2832.161290322581,4567.268817204301,5042.301075268817,3960.0
201810,답십리1동,주간,3026.834101382489,5464.79262672811,6010.027649769586,5130.57603686636
201810,답십리1동,야간,4253.05376344086,8048.204301075269,7774.1935483870975,5612.8064516129025
201810,답십리2동,주간,2111.986175115207,4656.05069124424,6161.308755760369,5385.391705069124
201810,답십리2동,야간,3688.3978494623657,6872.05376344086,8279.086021505376,7006.225806451613
201810,장안1동,야간,4554.741935483871,12051.548387096775,11388.924731182795,8752.075268817205
201810,장안1동,주간,3492.119815668203,10487.092165898617,12421.42857142857,8743.562211981567
201810,장안2동,주간,4398.3087557603685,6528.824884792627,7989.506912442396,6013.152073732718
201810,장안2동,야간,4071.204301075269,7622.752688172043,7919.462365591397,6161.752688172043
201810,청량리동,주간,2130.281105990783,5522.972350230414,6059.41935483871,7862.589861751153
201810,청량리동,야간,2124.94623655914,5774.8064516129025,5830.36559139785,6620.268817204301
201810,회기동,야간,2987.279569892473,10832.94623655914,4077.4086021505377,4010.741935483871
201810,회기동,주간,4808.221198156682,12757.101382488478,5121.506912442396,4195.359447004608
201810,휘경1동,주간,1802.1935483870968,6385.751152073733,4430.852534562212,4372.188940092166
201810,휘경1동,야간,1893.4623655913977,7353.0,3979.9677419354834,3529.1505376344085
201810,휘경2동,주간,3781.7327188940094,6113.069124423963,4543.069124423963,3901.3087557603685
201810,휘경2동,야간,3504.698924731183,9321.247311827958,6207.666666666667,4900.89247311828
201810,이문1동,주간,3961.2811059907835,16053.746543778801,5307.552995391705,4179.84331797235
201810,이문1동,야간,3838.0322580645166,15238.763440860215,6226.215053763441,5344.956989247312
201810,이문2동,야간,3996.2150537634407,6457.204301075269,6911.817204301075,5732.333333333333
201810,이문2동,주간,2323.6175115207375,3435.3594470046082,3837.8248847926266,3756.5391705069123
201812,용신동,야간,3990.279569892473,13670.89247311828,10700.505376344086,9820.612903225807
201812,제기동,야간,3557.1290322580644,11550.838709677419,8600.311827956988,9784.462365591398
201812,전농1동,야간,4563.301075268817,11098.150537634408,9734.172043010753,8182.268817204301
201812,전농2동,야간,2928.47311827957,5092.978494623656,5232.311827956989,4195.731182795699
201812,답십리1동,야간,4538.1505376344085,8580.838709677419,8386.322580645161,6134.333333333333
201812,답십리2동,야간,3506.204301075269,6170.096774193548,7764.559139784946,6866.043010752688
201812,장안1동,야간,3999.9247311827953,10716.58064516129,10242.064516129032,8058.8064516129025
201812,장안2동,야간,4515.462365591397,8508.311827956988,9038.47311827957,7146.1720430107525
201812,청량리동,야간,1820.1397849462364,4931.623655913979,5140.720430107527,6081.817204301075
201812,회기동,야간,2625.0967741935483,9889.677419354839,3935.47311827957,4017.161290322581
201812,휘경1동,야간,1879.8709677419356,7247.301075268817,4143.763440860215,3611.225806451613
201812,휘경2동,야간,3190.6129032258063,8412.709677419354,5790.096774193548,4563.354838709677
201812,이문1동,야간,3374.881720430107,14409.89247311828,5977.4731182795695,5340.89247311828
201812,이문2동,야간,3930.6021505376343,5907.483870967742,6694.462365591397,5748.290322580645
201812,용신동,주간,4152.824884792627,14907.83870967742,15769.41474654378,14785.599078341013
201812,제기동,주간,3497.5115207373274,10446.271889400921,10066.396313364055,14017.129032258064
201812,전농1동,주간,5692.695852534562,11531.880184331796,11411.89400921659,12045.686635944701
201812,전농2동,주간,3882.423963133641,5641.838709677419,4072.7926267281105,3674.626728110599
201812,답십리1동,주간,3442.0875576036865,6193.649769585253,6670.165898617512,5950.299539170506
201812,답십리2동,주간,2146.9078341013824,4142.1612903225805,5600.202764976959,5169.926267281106
201812,장안1동,주간,3534.2350230414745,10029.04608294931,11744.700460829494,8639.341013824886
201812,장안2동,주간,4746.497695852535,7113.949308755761,8591.032258064517,6763.953917050691
201812,청량리동,주간,1831.8433179723502,4990.105990783411,5662.004608294931,7641.202764976959
201812,회기동,주간,3729.6820276497697,11061.866359447004,4927.778801843318,4241.0138248847925
201812,휘경1동,주간,1842.552995391705,6589.3133640553,4514.3133640553,4458.304147465437
201812,휘경2동,주간,3071.9493087557603,5612.645161290323,4354.405529953917,3910.036866359447
201812,이문1동,주간,3662.834101382489,14785.308755760369,5395.8110599078345,4472.649769585253
201812,이문2동,주간,2424.9953917050693,3384.63133640553,3966.5944700460827,4031.0506912442397
201901,용신동,야간,3983.118279569893,13418.68817204301,10569.483870967742,9606.516129032258
201901,제기동,야간,3476.0967741935488,10782.537634408602,8787.043010752688,9973.086021505376
201901,전농1동,야간,4179.666666666667,10554.774193548388,9433.978494623656,8059.978494623655
201901,전농2동,야간,3054.0,5294.559139784947,5745.870967741936,4611.989247311828
201901,답십리1동,야간,4622.774193548387,8479.870967741936,8336.79569892473,6271.279569892474
201901,답십리2동,야간,3722.7096774193546,6655.096774193548,8240.193548387097,7080.688172043011
201901,장안1동,야간,3860.9139784946237,10901.881720430107,10486.387096774193,8208.010752688171
201901,장안2동,야간,4562.010752688172,8612.36559139785,8896.935483870968,7018.989247311828
201901,청량리동,야간,1646.989247311828,4641.967741935484,5022.666666666667,5952.236559139786
201901,회기동,야간,2363.182795698925,8693.311827956988,4037.3118279569894,4188.129032258064
201901,휘경1동,야간,1715.774193548387,6411.301075268817,3935.9462365591394,3440.139784946237
201901,휘경2동,야간,3022.3870967741937,8146.021505376345,5951.8064516129025,4743.10752688172
201901,이문1동,야간,2816.7849462365593,11821.053763440861,5830.064516129033,5200.301075268817
201901,이문2동,야간,3576.720430107527,5412.0,6298.462365591397,5497.655913978495
201901,용신동,주간,4147.94930875576,14934.95391705069,16026.26267281106,14716.271889400921
201901,제기동,주간,3187.2488479262674,9935.483870967742,10553.824884792628,15586.672811059907
201901,전농1동,주간,4921.894009216589,10359.552995391705,10960.663594470045,11981.944700460828
201901,전농2동,주간,3074.1751152073734,4744.050691244239,4192.350230414747,3915.709677419355
201901,답십리1동,주간,3698.4377880184334,5823.276497695852,6399.691244239631,5749.73732718894
201901,답십리2동,주간,2885.2764976958524,4506.400921658986,6048.774193548387,5531.046082949309
201901,장안1동,주간,3515.5069124423962,10357.686635944701,12165.382488479261,8674.622119815667
201901,장안2동,주간,4829.834101382488,7093.672811059908,8406.207373271889,6657.124423963133
201901,청량리동,주간,1846.0552995391704,4980.78801843318,5797.529953917051,7947.714285714285
201901,회기동,주간,2521.7050691244235,9129.239631336406,4935.898617511521,4415.79262672811
201901,휘경1동,주간,1803.7096774193546,5964.055299539171,4392.820276497696,4329.926267281106
201901,휘경2동,주간,2732.3917050691243,5328.285714285715,4389.9861751152075,4008.926267281106
201901,이문1동,주간,2767.599078341014,10964.078341013825,5020.041474654377,4255.903225806452
201901,이문2동,주간,2682.9216589861753,3176.917050691244,3789.4930875576038,4016.6543778801847
201902,용신동,야간,3839.547619047619,12716.22619047619,10313.809523809525,9277.67857142857
201902,제기동,야간,3453.904761904762,9908.04761904762,8458.333333333334,9501.988095238095
201902,전농1동,야간,4275.297619047619,10178.535714285714,9254.25,7844.333333333333
201902,전농2동,야간,2869.8095238095234,4636.178571428572,5442.488095238095,4301.047619047619
201902,답십리1동,야간,4347.833333333333,8154.5,8003.928571428572,6085.666666666667
201902,답십리2동,야간,3883.7619047619046,7058.964285714286,8530.892857142857,7231.511904761905
201902,장안1동,야간,4075.285714285714,11351.380952380952,11061.380952380952,8703.916666666666
201902,장안2동,야간,4272.261904761905,7636.357142857142,8193.690476190475,6404.380952380953
201902,청량리동,야간,1773.0595238095239,4671.428571428572,5206.369047619048,6056.5
201902,회기동,야간,2277.8214285714284,7631.845238095238,3903.6190476190477,3934.321428571429
201902,휘경1동,야간,1580.6785714285716,5613.726190476191,3768.9404761904766,3307.2380952380954
201902,휘경2동,야간,3038.154761904762,7737.75,5971.761904761905,4907.761904761905
201902,이문1동,야간,2509.6190476190477,9920.79761904762,5248.416666666667,4803.059523809524
201902,이문2동,야간,3495.345238095238,5371.464285714285,6310.261904761905,5607.892857142858
201902,용신동,주간,4050.908163265306,13790.44387755102,15139.923469387755,13665.979591836734
201902,제기동,주간,3259.2091836734694,9617.73469387755,10372.903061224491,14360.341836734693
201902,전농1동,주간,4953.198979591836,9945.163265306122,10526.872448979591,10650.255102040815
201902,전농2동,주간,2653.045918367347,4003.474489795918,3933.331632653061,3492.0102040816323
201902,답십리1동,주간,3421.576530612245,5693.102040816326,6190.607142857143,5574.408163265306
201902,답십리2동,주간,3116.688775510204,5042.40306122449,6561.591836734694,5948.84693877551
201902,장안1동,주간,3536.923469387755,10241.596938775509,12117.066326530612,8841.76530612245
201902,장안2동,주간,4684.7959183673465,6828.739795918367,8279.311224489797,6459.908163265306
201902,청량리동,주간,2067.015306122449,5411.244897959184,6334.979591836735,8242.811224489797
201902,회기동,주간,2873.8928571428573,8379.107142857143,4868.178571428572,4208.65306122449
201902,휘경1동,주간,1817.204081632653,5819.198979591836,4464.826530612245,4401.576530612245
201902,휘경2동,주간,2532.387755102041,5042.923469387754,4362.964285714285,3937.6479591836733
201902,이문1동,주간,2585.423469387755,9020.775510204081,4773.984693877551,4022.372448979592
201902,이문2동,주간,2566.474489795918,3269.1020408163267,3891.3469387755104,4044.5
201903,용신동,야간,4388.537634408603,13670.215053763442,10576.10752688172,9375.301075268817
201903,제기동,야간,4141.752688172043,11787.827956989247,8504.21505376344,9584.430107526881
201903,전농1동,야간,5042.709677419355,11214.666666666666,9825.139784946236,8124.516129032258
201903,전농2동,야간,2912.516129032258,4520.215053763441,5247.677419354839,4102.354838709677
201903,답십리1동,야간,4470.376344086021,8089.849462365591,7954.354838709678,5992.419354838709
201903,답십리2동,야간,3762.0967741935488,7128.451612903226,8641.193548387097,7346.215053763441
201903,장안1동,야간,4250.075268817204,11845.806451612903,11405.31182795699,8805.677419354839
201903,장안2동,야간,4163.720430107527,7632.129032258064,8133.0,6227.580645161291
201903,청량리동,야간,1909.0645161290322,5035.333333333333,5280.354838709677,6094.752688172043
201903,회기동,야간,3163.225806451613,9826.0,4052.0,3983.0752688172047
201903,휘경1동,야간,1851.5591397849464,6597.537634408603,3869.043010752688,3303.6344086021504
201903,휘경2동,야간,3567.161290322581,8781.881720430107,6136.290322580645,4990.462365591397
201903,이문1동,야간,3721.258064516129,12606.301075268819,5238.935483870968,4720.623655913979
201903,이문2동,야간,3827.881720430107,5603.086021505376,6336.795698924731,5659.279569892474
201903,용신동,주간,4275.824884792627,14790.557603686637,15780.543778801844,14079.967741935485
201903,제기동,주간,4091.760368663595,11220.009216589862,10426.285714285714,14730.023041474653
201903,전농1동,주간,6286.405529953917,10701.963133640553,10572.285714285714,10858.944700460828
201903,전농2동,주간,3973.7972350230416,5227.460829493088,3759.820276497696,3225.456221198157
201903,답십리1동,주간,3123.6682027649767,5493.170506912443,6030.672811059908,5339.36866359447
201903,답십리2동,주간,2182.3594470046082,4836.506912442396,6414.612903225806,5853.755760368664
201903,장안1동,주간,3251.410138248848,10334.193548387097,12313.682027649771,8836.940092165898
201903,장안2동,주간,4383.437788018434,6637.308755760369,8211.917050691245,6321.63133640553
201903,청량리동,주간,2179.396313364055,5632.566820276498,6342.152073732718,8391.3133640553
201903,회기동,주간,5219.041474654377,11568.0,5167.714285714285,4254.147465437788
201903,휘경1동,주간,1843.7695852534562,6270.1336405529955,4439.0,4405.78801843318
201903,휘경2동,주간,3749.9078341013824,5697.760368663594,4508.073732718894,3967.15668202765
201903,이문1동,주간,4506.152073732719,14031.147465437787,5045.552995391705,3966.0645161290327
201903,이문2동,주간,2048.10599078341,3112.769585253456,3654.225806451613,3829.3225806451615
201904,용신동,야간,4367.188888888889,13528.033333333333,10521.977777777778,9154.755555555555
201904,제기동,야간,4156.177777777778,11827.066666666666,8448.922222222222,9531.300000000001
201904,전농1동,야간,4888.377777777778,11005.655555555555,9545.866666666667,8043.0888888888885
201904,전농2동,야간,2948.433333333333,4609.688888888889,5251.333333333333,4105.577777777778
201904,답십리1동,야간,4451.933333333333,8029.211111111112,7923.844444444444,5872.7555555555555
201904,답십리2동,야간,3666.7333333333336,7114.655555555556,8631.844444444445,7323.922222222222
201904,장안1동,야간,4188.155555555556,11571.755555555557,11329.78888888889,8544.344444444445
201904,장안2동,야간,4080.2555555555555,7550.066666666667,8061.722222222223,6128.722222222223
201904,청량리동,야간,1879.4444444444443,4893.955555555555,5160.877777777778,5932.3
201904,회기동,야간,3281.7333333333336,10271.322222222223,4079.088888888889,3874.011111111111
201904,휘경1동,야간,1816.3333333333333,6448.133333333334,3783.2444444444445,3309.6222222222223
201904,휘경2동,야간,3507.088888888889,8788.955555555554,5982.988888888889,4845.188888888889
201904,이문1동,야간,3677.5444444444443,12625.244444444443,5079.599999999999,4622.544444444445
201904,이문2동,야간,3696.3444444444444,5589.0888888888885,6252.222222222223,5574.222222222223
201904,용신동,주간,4268.461904761904,14722.385714285714,15647.452380952382,13552.995238095236
201904,제기동,주간,4183.333333333333,11219.409523809523,10421.733333333334,14596.728571428572
201904,전농1동,주간,5998.842857142858,10235.842857142856,9916.566666666666,10231.685714285715
201904,전농2동,주간,3956.7190476190476,5326.147619047619,3642.1428571428573,3124.9904761904763
201904,답십리1동,주간,3068.961904761905,5190.109523809524,5836.928571428572,5112.8761904761905
201904,답십리2동,주간,2087.4,4623.728571428571,6248.804761904762,5661.142857142857
201904,장안1동,주간,3057.2571428571428,10106.22380952381,12240.323809523808,8504.2
201904,장안2동,주간,4314.47619047619,6469.17619047619,8006.128571428571,6124.057142857143
201904,청량리동,주간,2102.2190476190476,5357.714285714285,6067.171428571428,7890.742857142856
201904,회기동,주간,5345.223809523809,12114.338095238096,5255.028571428571,4188.609523809524
201904,휘경1동,주간,1742.2857142857142,6006.009523809524,4313.238095238095,4278.980952380952
201904,휘경2동,주간,3798.9380952380952,5665.804761904762,4451.919047619048,3875.495238095238
201904,이문1동,주간,4429.614285714286,14203.361904761905,4685.476190476191,3690.661904761905
201904,이문2동,주간,1933.8619047619047,2937.1095238095236,3475.1761904761906,3710.3857142857146
201905,용신동,야간,4254.354838709677,13303.774193548386,10244.903225806453,8811.881720430107
201905,제기동,야간,3944.7849462365593,11508.053763440861,8250.63440860215,9446.451612903225
201905,전농1동,야간,4391.182795698925,10572.602150537634,9109.89247311828,7655.1720430107525
201905,전농2동,야간,2697.182795698925,4409.612903225806,4963.247311827957,3912.548387096774
201905,답십리1동,야간,4292.387096774194,8003.268817204301,7699.645161290322,5651.913978494624
201905,답십리2동,야간,3638.3440860215055,6830.36559139785,8290.709677419354,7126.784946236559
201905,장안1동,야간,4097.956989247312,11350.913978494624,10956.494623655914,8368.838709677419
201905,장안2동,야간,3947.1505376344085,7367.010752688172,7776.086021505376,5849.548387096774
201905,청량리동,야간,1755.3978494623655,4774.279569892473,4972.860215053764,5827.430107526881
201905,회기동,야간,3018.3763440860216,10056.935483870968,3882.1075268817203,3666.1290322580644
201905,휘경1동,야간,1681.978494623656,6290.419354838709,3659.956989247312,3256.2150537634407
201905,휘경2동,야간,3401.182795698925,8546.161290322581,5843.731182795699,4746.333333333333
201905,이문1동,야간,3308.6344086021504,11975.354838709676,4738.741935483871,4268.354838709677
201905,이문2동,야간,3439.3440860215055,5420.89247311828,6052.677419354838,5361.537634408603
201905,용신동,주간,3998.0,14076.216589861751,14813.57142857143,12695.99539170507
201905,제기동,주간,3969.8847926267285,11064.138248847927,10269.539170506914,14911.599078341013
201905,전농1동,주간,5465.73271889401,9750.622119815669,9281.658986175114,9124.695852534562
201905,전농2동,주간,3734.5391705069123,4925.331797235022,3481.6589861751154,3023.4193548387093
201905,답십리1동,주간,2939.516129032258,5146.465437788019,5673.092165898618,4945.294930875576
201905,답십리2동,주간,1976.5345622119817,4504.774193548387,6072.668202764978,5418.78801843318
201905,장안1동,주간,3053.861751152074,9810.281105990784,11684.47465437788,8185.963133640553
201905,장안2동,주간,4047.7281105990783,6303.497695852535,7765.907834101382,5903.760368663594
201905,청량리동,주간,1971.299539170507,5255.852534562212,5906.917050691244,7669.073732718894
201905,회기동,주간,4961.963133640553,11627.188940092166,4917.705069124424,3950.7511520737326
201905,휘경1동,주간,1639.7926267281107,5889.331797235022,4081.4608294930877,4097.622119815668
201905,휘경2동,주간,3519.0645161290327,5486.571428571428,4256.069124423963,3680.0276497695854
201905,이문1동,주간,4078.778801843318,13646.46543778802,4536.847926267281,3509.3824884792625
201905,이문2동,주간,1920.3502304147464,2965.3548387096776,3522.216589861751,3689.4608294930877
201906,용신동,야간,4142.188888888889,13473.41111111111,10338.944444444443,8935.177777777777
201906,제기동,야간,3470.988888888889,11128.255555555557,8057.788888888888,9233.844444444445
201906,전농1동,야간,4557.611111111111,10670.011111111111,9372.822222222223,7891.38888888889
201906,전농2동,야간,2585.9,4217.3,4735.0,3646.5333333333333
201906,답십리1동,야간,4383.2,7937.599999999999,7582.3,5601.7
201906,답십리2동,야간,3683.5,6838.855555555555,8112.033333333333,6963.011111111111
201906,장안1동,야간,4092.8222222222225,11477.577777777777,10864.333333333334,8379.355555555556
201906,장안2동,야간,3937.5222222222224,7381.177777777778,7727.9111111111115,5815.422222222222
201906,청량리동,야간,1754.4666666666665,4659.711111111111,4712.0888888888885,5708.055555555556
201906,회기동,야간,2972.788888888889,10125.522222222222,3780.0222222222224,3725.9555555555557
201906,휘경1동,야간,1680.677777777778,6484.222222222223,3811.3222222222225,3312.277777777778
201906,휘경2동,야간,3445.4666666666667,8472.755555555555,5800.722222222223,4743.344444444444
201906,이문1동,야간,3196.9777777777776,11804.044444444444,4629.655555555556,4104.522222222223
201906,이문2동,야간,3531.3444444444444,5590.288888888888,6172.599999999999,5389.677777777778
201906,용신동,주간,4007.4476190476194,14117.161904761904,14637.419047619047,12928.680952380952
201906,제기동,주간,3485.709523809524,10818.695238095239,10244.366666666667,14940.77619047619
201906,전농1동,주간,5479.400000000001,10006.423809523809,9438.4,9161.061904761906
201906,전농2동,주간,3420.9904761904763,4633.933333333333,3457.842857142857,2980.347619047619
201906,답십리1동,주간,3153.9761904761904,5337.361904761905,5610.366666666667,4999.657142857142
201906,답십리2동,주간,2234.4333333333334,4664.409523809523,6045.795238095238,5430.142857142857
201906,장안1동,주간,3118.2571428571428,9913.176190476192,11437.490476190476,8187.490476190476
201906,장안2동,주간,4273.138095238095,6474.671428571428,7861.609523809524,5986.1238095238095
201906,청량리동,주간,1938.9476190476191,5110.928571428572,5617.919047619048,7462.0142857142855
201906,회기동,주간,4458.871428571429,11054.1,4651.966666666666,3867.547619047619
201906,휘경1동,주간,1690.0380952380951,6154.938095238095,4251.947619047619,4256.333333333333
201906,휘경2동,주간,3586.657142857143,5516.133333333333,4326.128571428571,3784.876190476191
201906,이문1동,주간,3682.4333333333334,12749.009523809524,4449.690476190476,3432.838095238095
201906,이문2동,주간,2042.6238095238095,3084.1,3510.7761904761905,3678.128571428572
201907,용신동,야간,3757.139784946237,12960.978494623656,10186.494623655914,8914.010752688171
201907,제기동,야간,3094.258064516129,10041.41935483871,7749.204301075269,8948.387096774193
201907,전농1동,야간,4305.881720430108,10340.58064516129,9501.086021505376,7778.5268817204305
201907,전농2동,야간,2425.05376344086,3869.8494623655915,4567.978494623656,3471.548387096774
201907,답십리1동,야간,4266.419354838709,7922.677419354838,7610.63440860215,5495.043010752688
201907,답십리2동,야간,3512.279569892473,6737.913978494624,7864.741935483871,6813.913978494624
201907,장안1동,야간,4010.559139784946,11525.440860215052,10720.397849462366,8323.7311827957
201907,장안2동,야간,3803.569892473118,7304.559139784946,7639.483870967742,5500.301075268817
201907,청량리동,야간,1588.1397849462364,4539.870967741936,4626.612903225806,5491.569892473119
201907,회기동,야간,2399.827956989247,8470.387096774193,3699.3440860215055,3689.9032258064512
201907,휘경1동,야간,1621.978494623656,5998.075268817204,3898.6021505376343,3285.6451612903224
201907,휘경2동,야간,3132.817204301075,7850.8279569892475,5790.311827956989,4682.258064516129
201907,이문1동,야간,2341.6559139784945,9678.440860215054,4312.010752688172,3924.462365591398
201907,이문2동,야간,3341.935483870968,5497.8064516129025,6155.731182795699,5270.032258064516
201907,용신동,주간,3813.1751152073734,14076.866359447004,14796.718894009216,12558.963133640553
201907,제기동,주간,3004.861751152074,9683.391705069123,9957.147465437787,14317.15668202765
201907,전농1동,주간,5011.3410138248855,9207.179723502304,9360.852534562213,9041.10138248848
201907,전농2동,주간,2684.410138248848,3640.4331797235022,3234.2764976958524,2895.6820276497697
201907,답십리1동,주간,3190.0921658986176,5206.769585253457,5572.949308755761,4926.746543778802
201907,답십리2동,주간,2351.516129032258,4531.230414746544,5953.57603686636,5439.976958525345
201907,장안1동,주간,3205.3087557603685,10054.511520737327,11396.53456221198,8192.433179723503
201907,장안2동,주간,4212.562211981566,6454.299539170506,7720.695852534562,5853.562211981567
201907,청량리동,주간,1888.221198156682,4943.898617511521,5510.152073732718,7266.198156682028
201907,회기동,주간,3365.5714285714284,9049.737327188941,4667.055299539171,3875.179723502304
201907,휘경1동,주간,1660.7281105990785,5575.299539170506,4137.119815668203,4075.649769585253
201907,휘경2동,주간,2962.852534562212,4821.884792626728,4197.829493087557,3669.986175115207
201907,이문1동,주간,2420.5253456221194,9097.387096774193,3971.599078341014,3308.032258064516
201907,이문2동,주간,1973.410138248848,2919.0967741935483,3303.4147465437786,3501.820276497696
201908,용신동,야간,4005.021505376344,13780.010752688171,11115.182795698924,9674.720430107527
201908,제기동,야간,2976.537634408602,9702.462365591398,7971.010752688172,9270.58064516129
201908,전농1동,야간,4054.559139784946,10457.043010752688,9428.387096774193,8100.311827956989
201908,전농2동,야간,2648.978494623656,4080.5913978494623,4912.913978494624,3820.462365591398
201908,답십리1동,야간,4201.086021505376,8002.279569892474,7710.784946236559,5560.892473118279
201908,답십리2동,야간,3544.118279569893,6695.010752688172,7919.720430107526,6846.731182795699
201908,장안1동,야간,4137.548387096774,12178.322580645161,11331.04301075269,8582.451612903225
201908,장안2동,야간,3879.741935483871,7448.935483870967,7819.279569892474,5554.451612903226
201908,청량리동,야간,1730.258064516129,4836.559139784947,4984.193548387097,5895.8279569892475
201908,회기동,야간,2377.193548387097,8452.20430107527,3781.3440860215055,3752.698924731183
201908,휘경1동,야간,1814.7956989247311,6465.795698924731,4195.247311827957,3653.881720430107
201908,휘경2동,야간,3434.9677419354834,8413.623655913978,6491.290322580645,5271.698924731183
201908,이문1동,야간,2459.516129032258,9601.645161290322,4629.10752688172,4136.333333333333
201908,이문2동,야간,3389.1720430107525,5743.440860215054,6474.086021505376,5401.591397849462
