ym,dong,phase,0-19,20-39,40-59,60+
201711,답십리1동,주간,2699.623809523809,5184.7380952380945,5804.566666666667,4890.580952380952
201711,답십리2동,주간,2001.3809523809523,4337.409523809523,5654.809523809524,5233.223809523809
201711,장안1동,주간,3111.304761904762,9929.947619047618,11413.333333333332,8349.747619047619
201711,장안2동,주간,4591.361904761905,7237.638095238095,8775.42857142857,6713.219047619047
201711,청량리동,주간,2371.0095238095237,6371.152380952381,6809.642857142857,8688.4
201711,회기동,주간,4552.5142857142855,12474.985714285713,4916.2095238095235,4359.980952380952
201711,휘경1동,주간,2185.3857142857146,6882.028571428571,4699.642857142857,4702.2619047619055
201711,휘경2동,주간,3906.0666666666666,5889.9857142857145,4361.171428571429,3951.666666666667
201711,이문1동,주간,4435.971428571428,18209.638095238093,6163.371428571429,5051.661904761904
201711,이문2동,주간,1712.2285714285715,2567.7190476190476,3051.876190476191,3121.9380952380952
201712,용신동,야간,4132.924731182796,13646.354838709676,11071.548387096775,9940.924731182795
201712,제기동,야간,3960.0752688172047,11452.075268817205,8478.430107526881,9495.78494623656
201712,전농1동,야간,4591.978494623656,10375.720430107527,9814.78494623656,8714.602150537634
201712,전농2동,야간,2938.881720430107,4474.430107526882,5183.1720430107525,4373.548387096774
201712,답십리1동,야간,3735.462365591398,7607.021505376345,7159.666666666667,5261.05376344086
201712,답십리2동,야간,3554.322580645161,6601.645161290322,7910.096774193548,7083.623655913979
201712,장안1동,야간,4100.989247311828,11344.870967741934,10646.924731182795,8395.612903225807
201712,장안2동,야간,4244.129032258064,8785.032258064517,9166.118279569893,7168.903225806452
201712,청량리동,야간,2144.6881720430106,5816.225806451613,5864.698924731183,7043.967741935484
