market,월요일,화요일,수요일,목요일,금요일,토요일,일요일,주말비중
서울약령시장,18.528586782014113,17.129928931426093,14.64032465682171,15.160077634711886,15.280713058354392,13.836383116544521,5.423985820127288,19.26036893667181
청량리농수산물시장,15.324706368938754,13.643365989873303,14.85683814160868,16.08603598970671,16.496453048063252,15.929755651531655,7.662844810277648,23.592600461809305
청량리수산시장,13.825965197562612,15.878939328684785,14.41576939979203,14.64201967884665,15.732033465231135,18.501577165718633,7.003695764164155,25.505272929882786
청량리전통시장,15.261726908225496,13.650303519576608,15.232680017929292,13.978690564171487,15.784447478808794,16.810949405956112,9.281202105332206,26.092151511288318
경동광성상가,13.593515283028909,13.966343236557597,13.446050618228533,14.060565899520725,15.986740803785967,18.126395377281206,10.820388781597062,28.946784158878266
경동시장,13.807277298585854,13.400116588582476,14.120842256697323,13.69151303193652,14.767326710847398,18.781054536521236,11.431869576829195,30.212924113350432
청량리종합시장,13.577889203724384,13.057458532862745,12.696057426407922,14.780274103571326,15.459129034533525,19.1518165950008,11.2773751038993,30.429191698900098
청량리청과물시장,12.334170311160232,13.548010644186395,12.756150495175532,13.89278057967707,15.170686433353033,19.598860036979424,12.699341499468314,32.298201536447735
동서시장,12.180745559306962,14.226994119620134,12.164799193512193,13.447019924490805,14.345748238394343,19.011354244648903,14.623338720026663,33.634692964675565
